Country,Year,CIWB (log10), GDP-per-cap (log10)
Ethiopia,2007,1.8130148,2.2717335
Ethiopia,2007,1.8130148,2.2717335
Ethiopia,2007,1.8130148,2.2717335
Ethiopia,2008,1.8056864,2.3046129
Ethiopia,2008,1.8056864,2.3046129
Ethiopia,2008,1.8056864,2.3046129
Ethiopia,2008,1.8056864,2.3046129
Finland,1990,1.8824204,4.4490596
Finland,1990,1.8824204,4.4490596
Finland,1990,1.8824204,4.4490596
Finland,1990,1.8824204,4.4490596
Finland,1991,1.8857889,4.4198158
Finland,1991,1.8857889,4.4198158
Finland,1991,1.8857889,4.4198158
Finland,1991,1.8857889,4.4198158
Finland,1992,1.8730451,4.4019703
Finland,1992,1.8730451,4.4019703
Finland,1992,1.8730451,4.4019703
Finland,1992,1.8730451,4.4019703
Finland,1993,1.8478563,4.3963338
Finland,1993,1.8478563,4.3963338
Finland,1993,1.8478563,4.3963338
Finland,1993,1.8478563,4.3963338
Finland,1994,1.8454642,4.4100467
Finland,1994,1.8454642,4.4100467
Finland,1994,1.8454642,4.4100467
Finland,1994,1.8454642,4.4100467
Finland,1995,1.8316337,4.4252657
Finland,1995,1.8316337,4.4252657
Finland,1995,1.8316337,4.4252657
Finland,1995,1.8316337,4.4252657
Finland,1996,1.8307743,4.4390727
Finland,1996,1.8307743,4.4390727
Finland,1996,1.8307743,4.4390727
Finland,1996,1.8307743,4.4390727
Finland,1997,1.8270928,4.4639294
Finland,1997,1.8270928,4.4639294
Finland,1997,1.8270928,4.4639294
Finland,1997,1.8270928,4.4639294
Finland,1998,1.8237263,4.4840942
Finland,1998,1.8237263,4.4840942
Finland,1998,1.8237263,4.4840942
Finland,1998,1.8237263,4.4840942
Finland,1999,1.819736,4.4997367
Finland,1999,1.819736,4.4997367
Finland,1999,1.819736,4.4997367
Finland,1999,1.819736,4.4997367
Finland,2000,1.8198208,4.5213613
Finland,2000,1.8198208,4.5213613
Finland,2000,1.8198208,4.5213613
Finland,2000,1.8198208,4.5213613
Finland,2001,1.8204897,4.5301791
Finland,2001,1.8204897,4.5301791
Finland,2001,1.8204897,4.5301791
Finland,2001,1.8204897,4.5301791
Finland,2002,1.8204025,4.5370199
Finland,2002,1.8204025,4.5370199
Finland,2002,1.8204025,4.5370199
Finland,2002,1.8204025,4.5370199
Finland,2003,1.8346973,4.5446374
Finland,2003,1.8346973,4.5446374
Finland,2003,1.8346973,4.5446374
Finland,2003,1.8346973,4.5446374
Finland,2004,1.8396096,4.5609309
Finland,2004,1.8396096,4.5609309
Finland,2004,1.8396096,4.5609309
Finland,2004,1.8396096,4.5609309
Finland,2005,1.8239887,4.5719276
Finland,2005,1.8239887,4.5719276
Finland,2005,1.8239887,4.5719276
Finland,2005,1.8239887,4.5719276
Finland,2006,1.8357614,4.5890055
Finland,2006,1.8357614,4.5890055
Finland,2006,1.8357614,4.5890055
Finland,2006,1.8357614,4.5890055
Finland,2007,1.8302476,4.6097315
Finland,2007,1.8302476,4.6097315
Finland,2007,1.8302476,4.6097315
Finland,2007,1.8302476,4.6097315
Finland,2008,1.8246704,4.6089827
Finland,2008,1.8246704,4.6089827
Finland,2008,1.8246704,4.6089827
Finland,2008,1.8246704,4.6089827
France,1990,1.7939949,4.4440612
France,1990,1.7939949,4.4440612
France,1990,1.7939949,4.4440612
France,1990,1.7939949,4.4440612
France,1991,1.7965174,4.4474537
France,1991,1.7965174,4.4474537
France,1991,1.7965174,4.4474537
France,1991,1.7965174,4.4474537
France,1992,1.7893755,4.4516641
France,1992,1.7893755,4.4516641
France,1992,1.7893755,4.4516641
France,1992,1.7893755,4.4516641
France,1993,1.7808488,4.4468721
France,1993,1.7808488,4.4468721
France,1993,1.7808488,4.4468721
France,1993,1.7808488,4.4468721
France,1994,1.7763357,4.4549055
France,1994,1.7763357,4.4549055
France,1994,1.7763357,4.4549055
France,1994,1.7763357,4.4549055
France,1995,1.7783119,4.4621365
France,1995,1.7783119,4.4621365
France,1995,1.7783119,4.4621365
France,1995,1.7783119,4.4621365
France,1996,1.7768103,4.46521
France,1996,1.7768103,4.46521
France,1996,1.7768103,4.46521
France,1996,1.7768103,4.46521
France,1997,1.7695963,4.4730557
France,1997,1.7695963,4.4730557
France,1997,1.7695963,4.4730557
France,1997,1.7695963,4.4730557
France,1998,1.7725587,4.4858845
France,1998,1.7725587,4.4858845
France,1998,1.7725587,4.4858845
France,1998,1.7725587,4.4858845
France,1999,1.7666016,4.4977177
France,1999,1.7666016,4.4977177
France,1999,1.7666016,4.4977177
France,1999,1.7666016,4.4977177
France,2000,1.7661078,4.5104399
France,2000,1.7661078,4.5104399
France,2000,1.7661078,4.5104399
France,2000,1.7661078,4.5104399
France,2001,1.7659479,4.5151809
France,2001,1.7659479,4.5151809
France,2001,1.7659479,4.5151809
France,2001,1.7659479,4.5151809
France,2002,1.7649909,4.5160401
France,2002,1.7649909,4.5160401
France,2002,1.7649909,4.5160401
France,2002,1.7649909,4.5160401
France,2003,1.7661305,4.5168534
France,2003,1.7661305,4.5168534
France,2003,1.7661305,4.5168534
France,2003,1.7661305,4.5168534
France,2004,1.7646439,4.5245712
France,2004,1.7646439,4.5245712
France,2004,1.7646439,4.5245712
France,2004,1.7646439,4.5245712
France,2005,1.7636459,4.5291604
France,2005,1.7636459,4.5291604
France,2005,1.7636459,4.5291604
France,2005,1.7636459,4.5291604
France,2006,1.7578054,4.5367178
France,2006,1.7578054,4.5367178
France,2006,1.7578054,4.5367178
France,2006,1.7578054,4.5367178
France,2007,1.7559585,4.5438452
France,2007,1.7559585,4.5438452
France,2007,1.7559585,4.5438452
France,2007,1.7559585,4.5438452
France,2008,1.7561467,4.5410691
France,2008,1.7561467,4.5410691
France,2008,1.7561467,4.5410691
France,2008,1.7561467,4.5410691
Germany,1990,1.8542495,4.4456177
Germany,1990,1.8542495,4.4456177
Germany,1990,1.8542495,4.4456177
Germany,1990,1.8542495,4.4456177
Germany,1991,1.8482246,4.4640903
Germany,1991,1.8482246,4.4640903
Germany,1991,1.8482246,4.4640903
Germany,1991,1.8482246,4.4640903
Germany,1992,1.8434892,4.469013
Germany,1992,1.8434892,4.469013
Germany,1992,1.8434892,4.469013
Germany,1992,1.8434892,4.469013
Germany,1993,1.838136,4.461784
Germany,1993,1.838136,4.461784
Germany,1993,1.838136,4.461784
Germany,1993,1.838136,4.461784
Germany,1994,1.8338018,4.4708817
Germany,1994,1.8338018,4.4708817
Germany,1994,1.8338018,4.4708817
Germany,1994,1.8338018,4.4708817
Germany,1995,1.8317023,4.4768281
Germany,1995,1.8317023,4.4768281
Germany,1995,1.8317023,4.4768281
Germany,1995,1.8317023,4.4768281
Germany,1996,1.8269665,4.4789917
Germany,1996,1.8269665,4.4789917
Germany,1996,1.8269665,4.4789917
Germany,1996,1.8269665,4.4789917
Germany,1997,1.8201434,4.4858364
Germany,1997,1.8201434,4.4858364
Germany,1997,1.8201434,4.4858364
Germany,1997,1.8201434,4.4858364
Germany,1998,1.8180002,4.4937822
Germany,1998,1.8180002,4.4937822
Germany,1998,1.8180002,4.4937822
Germany,1998,1.8180002,4.4937822
Germany,1999,1.8074166,4.5015524
Germany,1999,1.8074166,4.5015524
Germany,1999,1.8074166,4.5015524
Germany,1999,1.8074166,4.5015524
Germany,2000,1.8066745,4.5140444
Germany,2000,1.8066745,4.5140444
Germany,2000,1.8066745,4.5140444
Germany,2000,1.8066745,4.5140444
Germany,2001,1.8037136,4.5198414
Germany,2001,1.8037136,4.5198414
Germany,2001,1.8037136,4.5198414
Germany,2001,1.8037136,4.5198414
Germany,2002,1.801152,4.5191553
Germany,2002,1.801152,4.5191553
Germany,2002,1.801152,4.5191553
Germany,2002,1.801152,4.5191553
Germany,2003,1.8053755,4.5172812
Germany,2003,1.8053755,4.5172812
Germany,2003,1.8053755,4.5172812
Germany,2003,1.8053755,4.5172812
Germany,2004,1.8059316,4.5223892
Germany,2004,1.8059316,4.5223892
Germany,2004,1.8059316,4.5223892
Germany,2004,1.8059316,4.5223892
Germany,2005,1.8011738,4.5255991
Germany,2005,1.8011738,4.5255991
Germany,2005,1.8011738,4.5255991
Germany,2005,1.8011738,4.5255991
Germany,2006,1.8022149,4.5418677
Germany,2006,1.8022149,4.5418677
Germany,2006,1.8022149,4.5418677
Germany,2006,1.8022149,4.5418677
Germany,2007,1.798439,4.5564186
Germany,2007,1.798439,4.5564186
Germany,2007,1.798439,4.5564186
Germany,2007,1.798439,4.5564186
Germany,2008,1.7981937,4.5619234
Germany,2008,1.7981937,4.5619234
Germany,2008,1.7981937,4.5619234
Germany,2008,1.7981937,4.5619234
Greece,1990,1.7805653,4.1870703
Greece,1990,1.7805653,4.1870703
Greece,1990,1.7805653,4.1870703
Greece,1990,1.7805653,4.1870703
Greece,1991,1.7750803,4.1960999
Greece,1991,1.7750803,4.1960999
Greece,1991,1.7750803,4.1960999
Greece,1991,1.7750803,4.1960999
Greece,1992,1.7770414,4.1943466
Greece,1992,1.7770414,4.1943466
Greece,1992,1.7770414,4.1943466
Greece,1992,1.7770414,4.1943466
Greece,1993,1.775294,4.1833537
Greece,1993,1.775294,4.1833537
Greece,1993,1.775294,4.1833537
Greece,1993,1.775294,4.1833537
Greece,1994,1.7748461,4.1883376
Greece,1994,1.7748461,4.1883376
Greece,1994,1.7748461,4.1883376
Greece,1994,1.7748461,4.1883376
Greece,1995,1.7768199,4.1940272
Greece,1995,1.7768199,4.1940272
Greece,1995,1.7768199,4.1940272
Greece,1995,1.7768199,4.1940272
Greece,1996,1.7758053,4.2011071
Greece,1996,1.7758053,4.2011071
Greece,1996,1.7758053,4.2011071
Greece,1996,1.7758053,4.2011071
Greece,1997,1.7719037,4.2139025
Greece,1997,1.7719037,4.2139025
Greece,1997,1.7719037,4.2139025
Greece,1997,1.7719037,4.2139025
Greece,1998,1.7770335,4.2259243
Greece,1998,1.7770335,4.2259243
Greece,1998,1.7770335,4.2259243
Greece,1998,1.7770335,4.2259243
Greece,1999,1.7793062,4.2386185
Greece,1999,1.7793062,4.2386185
Greece,1999,1.7793062,4.2386185
Greece,1999,1.7793062,4.2386185
Greece,2000,1.786888,4.2562503
Greece,2000,1.786888,4.2562503
Greece,2000,1.786888,4.2562503
Greece,2000,1.786888,4.2562503
Greece,2001,1.7852957,4.2728163
Greece,2001,1.7852957,4.2728163
Greece,2001,1.7852957,4.2728163
Greece,2001,1.7852957,4.2728163
Greece,2002,1.784342,4.2860142
Greece,2002,1.784342,4.2860142
Greece,2002,1.784342,4.2860142
Greece,2002,1.784342,4.2860142
Greece,2003,1.786968,4.3096702
Greece,2003,1.786968,4.3096702
Greece,2003,1.786968,4.3096702
Greece,2003,1.786968,4.3096702
Greece,2004,1.7874095,4.326734
Greece,2004,1.7874095,4.326734
Greece,2004,1.7874095,4.326734
Greece,2004,1.7874095,4.326734
Greece,2005,1.7871636,4.3348701
Greece,2005,1.7871636,4.3348701
Greece,2005,1.7871636,4.3348701
Greece,2005,1.7871636,4.3348701
Greece,2006,1.7865369,4.3564167
Greece,2006,1.7865369,4.3564167
Greece,2006,1.7865369,4.3564167
Greece,2006,1.7865369,4.3564167
Greece,2007,1.788524,4.3697864
Greece,2007,1.788524,4.3697864
Greece,2007,1.788524,4.3697864
Greece,2007,1.788524,4.3697864
Greece,2008,1.7864221,4.3671345
Greece,2008,1.7864221,4.3671345
Greece,2008,1.7864221,4.3671345
Greece,2008,1.7864221,4.3671345
Guatemala,1990,1.7938064,3.2459079
Guatemala,1990,1.7938064,3.2459079
Guatemala,1990,1.7938064,3.2459079
Guatemala,1990,1.7938064,3.2459079
Guatemala,1991,1.7899558,3.2514544
Guatemala,1991,1.7899558,3.2514544
Guatemala,1991,1.7899558,3.2514544
Guatemala,1991,1.7899558,3.2514544
Guatemala,1992,1.7870017,3.2618641
Guatemala,1992,1.7870017,3.2618641
Guatemala,1992,1.7870017,3.2618641
Guatemala,1992,1.7870017,3.2618641
Guatemala,1993,1.7840685,3.2684696
Guatemala,1993,1.7840685,3.2684696
Guatemala,1993,1.7840685,3.2684696
Guatemala,1993,1.7840685,3.2684696
Guatemala,1994,1.7812836,3.2755634
Guatemala,1994,1.7812836,3.2755634
Guatemala,1994,1.7812836,3.2755634
Guatemala,1994,1.7812836,3.2755634
Guatemala,1995,1.7775195,3.2865308
Guatemala,1995,1.7775195,3.2865308
Guatemala,1995,1.7775195,3.2865308
Guatemala,1995,1.7775195,3.2865308
Guatemala,1996,1.7731598,3.2892661
Guatemala,1996,1.7731598,3.2892661
Guatemala,1996,1.7731598,3.2892661
Guatemala,1996,1.7731598,3.2892661
Guatemala,1997,1.7707754,3.2979384
Guatemala,1997,1.7707754,3.2979384
Guatemala,1997,1.7707754,3.2979384
Guatemala,1997,1.7707754,3.2979384
Guatemala,1998,1.7685324,3.3091801
Guatemala,1998,1.7685324,3.3091801
Guatemala,1998,1.7685324,3.3091801
Guatemala,1998,1.7685324,3.3091801
Guatemala,1999,1.7648554,3.315503
Guatemala,1999,1.7648554,3.315503
Guatemala,1999,1.7648554,3.315503
Guatemala,1999,1.7648554,3.315503
Guatemala,2000,1.7621773,3.320613
Guatemala,2000,1.7621773,3.320613
Guatemala,2000,1.7621773,3.320613
Guatemala,2000,1.7621773,3.320613
Guatemala,2001,1.7598797,3.3201036
Guatemala,2001,1.7598797,3.3201036
Guatemala,2001,1.7598797,3.3201036
Guatemala,2001,1.7598797,3.3201036
Guatemala,2002,1.7586699,3.3258639
Guatemala,2002,1.7586699,3.3258639
Guatemala,2002,1.7586699,3.3258639
Guatemala,2002,1.7586699,3.3258639
Guatemala,2003,1.7539825,3.3258882
Guatemala,2003,1.7539825,3.3258882
Guatemala,2003,1.7539825,3.3258882
Guatemala,2003,1.7539825,3.3258882
Guatemala,2004,1.7523888,3.3285229
Guatemala,2004,1.7523888,3.3285229
Guatemala,2004,1.7523888,3.3285229
Guatemala,2004,1.7523888,3.3285229
Guatemala,2005,1.750933,3.331666
Guatemala,2005,1.750933,3.331666
Guatemala,2005,1.750933,3.331666
Guatemala,2005,1.750933,3.331666
Guatemala,2006,1.7491346,3.3437165
Guatemala,2006,1.7491346,3.3437165
Guatemala,2006,1.7491346,3.3437165
Guatemala,2006,1.7491346,3.3437165
Guatemala,2007,1.7476129,3.3596184
Guatemala,2007,1.7476129,3.3596184
Guatemala,2007,1.7476129,3.3596184
Guatemala,2007,1.7476129,3.3596184
Guatemala,2008,1.7458215,3.3629972
Guatemala,2008,1.7458215,3.3629972
Guatemala,2008,1.7458215,3.3629972
Guatemala,2008,1.7458215,3.3629972
Hong   Kong,1990,1.7084975,4.2446753
Hong   Kong,1990,1.7084975,4.2446753
Hong   Kong,1990,1.7084975,4.2446753
Hong   Kong,1990,1.7084975,4.2446753
Hong   Kong,1991,1.7058833,4.265157
Hong   Kong,1991,1.7058833,4.265157
Hong   Kong,1991,1.7058833,4.265157
Hong   Kong,1991,1.7058833,4.265157
Hong   Kong,1992,1.708766,4.2877778
Hong   Kong,1992,1.708766,4.2877778
Hong   Kong,1992,1.708766,4.2877778
Hong   Kong,1992,1.708766,4.2877778
Hong   Kong,1993,1.892822,4.3064472
Hong   Kong,1993,1.892822,4.3064472
Hong   Kong,1993,1.892822,4.3064472
Hong   Kong,1993,1.892822,4.3064472
Hong   Kong,1994,1.9059931,4.3221203
Hong   Kong,1994,1.9059931,4.3221203
Hong   Kong,1994,1.9059931,4.3221203
Hong   Kong,1994,1.9059931,4.3221203
Hong   Kong,1995,1.8971975,4.3237093
Hong   Kong,1995,1.8971975,4.3237093
Hong   Kong,1995,1.8971975,4.3237093
Hong   Kong,1995,1.8971975,4.3237093
Hong   Kong,1996,1.866705,4.3225443
Hong   Kong,1996,1.866705,4.3225443
Hong   Kong,1996,1.866705,4.3225443
Hong   Kong,1996,1.866705,4.3225443
Hong   Kong,1997,1.8740005,4.3405297
Hong   Kong,1997,1.8740005,4.3405297
Hong   Kong,1997,1.8740005,4.3405297
Hong   Kong,1997,1.8740005,4.3405297
Hong   Kong,1998,1.842131,4.3105743
Hong   Kong,1998,1.842131,4.3105743
Hong   Kong,1998,1.842131,4.3105743
Hong   Kong,1998,1.842131,4.3105743
Hong   Kong,1999,1.8249637,4.3171783
Hong   Kong,1999,1.8249637,4.3171783
Hong   Kong,1999,1.8249637,4.3171783
Hong   Kong,1999,1.8249637,4.3171783
Hong   Kong,2000,1.8272064,4.3454178
Hong   Kong,2000,1.8272064,4.3454178
Hong   Kong,2000,1.8272064,4.3454178
Hong   Kong,2000,1.8272064,4.3454178
Hong   Kong,2001,1.8339212,4.3446463
Hong   Kong,2001,1.8339212,4.3446463
Hong   Kong,2001,1.8339212,4.3446463
Hong   Kong,2001,1.8339212,4.3446463
Hong   Kong,2002,1.8151705,4.3498591
Hong   Kong,2002,1.8151705,4.3498591
Hong   Kong,2002,1.8151705,4.3498591
Hong   Kong,2002,1.8151705,4.3498591
Hong   Kong,2003,1.7979987,4.363791
Hong   Kong,2003,1.7979987,4.363791
Hong   Kong,2003,1.7979987,4.363791
Hong   Kong,2003,1.7979987,4.363791
Hong   Kong,2004,1.7920569,4.3966338
Hong   Kong,2004,1.7920569,4.3966338
Hong   Kong,2004,1.7920569,4.3966338
Hong   Kong,2004,1.7920569,4.3966338
Hong   Kong,2005,1.7963991,4.4256932
Hong   Kong,2005,1.7963991,4.4256932
Hong   Kong,2005,1.7963991,4.4256932
Hong   Kong,2005,1.7963991,4.4256932
Hong   Kong,2006,1.7884947,4.45242
Hong   Kong,2006,1.7884947,4.45242
Hong   Kong,2006,1.7884947,4.45242
Hong   Kong,2006,1.7884947,4.45242
Hong   Kong,2007,1.7955643,4.4758927
Hong   Kong,2007,1.7955643,4.4758927
Hong   Kong,2007,1.7955643,4.4758927
Hong   Kong,2007,1.7955643,4.4758927
Hong   Kong,2008,1.7955974,4.4824389
Hong   Kong,2008,1.7955974,4.4824389
Hong   Kong,2008,1.7955974,4.4824389
Hong   Kong,2008,1.7955974,4.4824389
India,1990,1.821134,2.6054023
India,1990,1.821134,2.6054023
India,1990,1.821134,2.6054023
India,1990,1.821134,2.6054023
India,1991,1.8191795,2.6013286
India,1991,1.8191795,2.6013286
India,1991,1.8191795,2.6013286
India,1991,1.8191795,2.6013286
India,1992,1.8171875,2.616065
India,1992,1.8171875,2.616065
India,1992,1.8171875,2.616065
India,1992,1.8171875,2.616065
India,1993,1.8148488,2.6279601
India,1993,1.8148488,2.6279601
India,1993,1.8148488,2.6279601
India,1993,1.8148488,2.6279601
India,1994,1.8128311,2.6478553
India,1994,1.8128311,2.6478553
India,1994,1.8128311,2.6478553
India,1994,1.8128311,2.6478553
India,1995,1.8105283,2.6716079
India,1995,1.8105283,2.6716079
India,1995,1.8105283,2.6716079
India,1995,1.8105283,2.6716079
India,1996,1.8082616,2.6954067
India,1996,1.8082616,2.6954067
India,1996,1.8082616,2.6954067
India,1996,1.8082616,2.6954067
India,1997,1.8057026,2.7049897
India,1997,1.8057026,2.7049897
India,1997,1.8057026,2.7049897
India,1997,1.8057026,2.7049897
India,1998,1.8029744,2.7235362
India,1998,1.8029744,2.7235362
India,1998,1.8029744,2.7235362
India,1998,1.8029744,2.7235362
India,1999,1.8009029,2.7529689
India,1999,1.8009029,2.7529689
India,1999,1.8009029,2.7529689
India,1999,1.8009029,2.7529689
India,2000,1.7978516,2.762091
India,2000,1.7978516,2.762091
India,2000,1.7978516,2.762091
India,2000,1.7978516,2.762091
India,2001,1.795193,2.7754271
India,2001,1.795193,2.7754271
India,2001,1.795193,2.7754271
India,2001,1.795193,2.7754271
India,2002,1.792556,2.7846454
India,2002,1.792556,2.7846454
India,2002,1.792556,2.7846454
India,2002,1.792556,2.7846454
India,2003,1.7902802,2.8106717
India,2003,1.7902802,2.8106717
India,2003,1.7902802,2.8106717
India,2003,1.7902802,2.8106717
India,2004,1.7880191,2.83715
India,2004,1.7880191,2.83715
India,2004,1.7880191,2.83715
India,2004,1.7880191,2.83715
India,2005,1.785692,2.8692988
India,2005,1.785692,2.8692988
India,2005,1.785692,2.8692988
India,2005,1.785692,2.8692988
India,2006,1.7838211,2.9015988
India,2006,1.7838211,2.9015988
India,2006,1.7838211,2.9015988
India,2006,1.7838211,2.9015988
India,2007,1.7825359,2.9362436
India,2007,1.7825359,2.9362436
India,2007,1.7825359,2.9362436
India,2007,1.7825359,2.9362436
India,2008,1.7811469,2.9470274
India,2008,1.7811469,2.9470274
India,2008,1.7811469,2.9470274
India,2008,1.7811469,2.9470274
Indonesia,1990,1.7861019,2.9243933
Indonesia,1990,1.7861019,2.9243933
Indonesia,1990,1.7861019,2.9243933
Indonesia,1990,1.7861019,2.9243933
Indonesia,1991,1.7844799,2.9539331
Indonesia,1991,1.7844799,2.9539331
Indonesia,1991,1.7844799,2.9539331
Indonesia,1991,1.7844799,2.9539331
Indonesia,1992,1.7823193,2.9767956
Indonesia,1992,1.7823193,2.9767956
Indonesia,1992,1.7823193,2.9767956
Indonesia,1992,1.7823193,2.9767956
Indonesia,1993,1.7804846,2.9999835
Indonesia,1993,1.7804846,2.9999835
Indonesia,1993,1.7804846,2.9999835
Indonesia,1993,1.7804846,2.9999835
Indonesia,1994,1.7782214,3.0245281
Indonesia,1994,1.7782214,3.0245281
Indonesia,1994,1.7782214,3.0245281
Indonesia,1994,1.7782214,3.0245281
Indonesia,1995,1.7761442,3.0527173
Indonesia,1995,1.7761442,3.0527173
Indonesia,1995,1.7761442,3.0527173
Indonesia,1995,1.7761442,3.0527173
Indonesia,1996,1.7743055,3.0780739
Indonesia,1996,1.7743055,3.0780739
Indonesia,1996,1.7743055,3.0780739
Indonesia,1996,1.7743055,3.0780739
Indonesia,1997,1.7725372,3.0915625
Indonesia,1997,1.7725372,3.0915625
Indonesia,1997,1.7725372,3.0915625
Indonesia,1997,1.7725372,3.0915625
Indonesia,1998,1.7639295,3.0241116
Indonesia,1998,1.7639295,3.0241116
Indonesia,1998,1.7639295,3.0241116
Indonesia,1998,1.7639295,3.0241116
Indonesia,1999,1.7652034,3.0212554
Indonesia,1999,1.7652034,3.0212554
Indonesia,1999,1.7652034,3.0212554
Indonesia,1999,1.7652034,3.0212554
Indonesia,2000,1.7640102,3.0358502
Indonesia,2000,1.7640102,3.0358502
Indonesia,2000,1.7640102,3.0358502
Indonesia,2000,1.7640102,3.0358502
Indonesia,2001,1.7625765,3.0451358
Indonesia,2001,1.7625765,3.0451358
Indonesia,2001,1.7625765,3.0451358
Indonesia,2001,1.7625765,3.0451358
Indonesia,2002,1.7618329,3.0580093
Indonesia,2002,1.7618329,3.0580093
Indonesia,2002,1.7618329,3.0580093
Indonesia,2002,1.7618329,3.0580093
Indonesia,2003,1.7599164,3.0720585
Indonesia,2003,1.7599164,3.0720585
Indonesia,2003,1.7599164,3.0720585
Indonesia,2003,1.7599164,3.0720585
Indonesia,2004,1.7592989,3.0871528
Indonesia,2004,1.7592989,3.0871528
Indonesia,2004,1.7592989,3.0871528
Indonesia,2004,1.7592989,3.0871528
Indonesia,2005,1.7578533,3.1049871
Indonesia,2005,1.7578533,3.1049871
Indonesia,2005,1.7578533,3.1049871
Indonesia,2005,1.7578533,3.1049871
Indonesia,2006,1.7560683,3.1220411
Indonesia,2006,1.7560683,3.1220411
Indonesia,2006,1.7560683,3.1220411
Indonesia,2006,1.7560683,3.1220411
Indonesia,2007,1.7549931,3.1425792
Indonesia,2007,1.7549931,3.1425792
Indonesia,2007,1.7549931,3.1425792
Indonesia,2007,1.7549931,3.1425792
Indonesia,2008,1.7538019,3.1618345
Indonesia,2008,1.7538019,3.1618345
Indonesia,2008,1.7538019,3.1618345
Indonesia,2008,1.7538019,3.1618345
"Iran,  Islamic  Republic  of",1990,1.8206382,3.2555769
"Iran,  Islamic  Republic  of",1990,1.8206382,3.2555769
"Iran,  Islamic  Republic  of",1990,1.8206382,3.2555769
"Iran,  Islamic  Republic  of",1990,1.8206382,3.2555769
"Iran,  Islamic  Republic  of",1991,1.8125637,3.2986204
"Iran,  Islamic  Republic  of",1991,1.8125637,3.2986204
"Iran,  Islamic  Republic  of",1991,1.8125637,3.2986204
"Iran,  Islamic  Republic  of",1991,1.8125637,3.2986204
"Iran,  Islamic  Republic  of",1992,1.807398,3.3104354
"Iran,  Islamic  Republic  of",1992,1.807398,3.3104354
"Iran,  Islamic  Republic  of",1992,1.807398,3.3104354
"Iran,  Islamic  Republic  of",1992,1.807398,3.3104354
"Iran,  Islamic  Republic  of",1993,1.7944484,3.2985387
"Iran,  Islamic  Republic  of",1993,1.7944484,3.2985387
"Iran,  Islamic  Republic  of",1993,1.7944484,3.2985387
"Iran,  Islamic  Republic  of",1993,1.7944484,3.2985387
"Iran,  Islamic  Republic  of",1994,1.7985244,3.2920304
"Iran,  Islamic  Republic  of",1994,1.7985244,3.2920304
"Iran,  Islamic  Republic  of",1994,1.7985244,3.2920304
"Iran,  Islamic  Republic  of",1994,1.7985244,3.2920304
"Iran,  Islamic  Republic  of",1995,1.7950864,3.2975785
"Iran,  Islamic  Republic  of",1995,1.7950864,3.2975785
"Iran,  Islamic  Republic  of",1995,1.7950864,3.2975785
"Iran,  Islamic  Republic  of",1995,1.7950864,3.2975785
"Iran,  Islamic  Republic  of",1996,1.7932739,3.3204416
"Iran,  Islamic  Republic  of",1996,1.7932739,3.3204416
"Iran,  Islamic  Republic  of",1996,1.7932739,3.3204416
"Iran,  Islamic  Republic  of",1996,1.7932739,3.3204416
"Iran,  Islamic  Republic  of",1997,1.7925648,3.3271803
"Iran,  Islamic  Republic  of",1997,1.7925648,3.3271803
"Iran,  Islamic  Republic  of",1997,1.7925648,3.3271803
"Iran,  Islamic  Republic  of",1997,1.7925648,3.3271803
"Iran,  Islamic  Republic  of",1998,1.7943582,3.3308671
"Iran,  Islamic  Republic  of",1998,1.7943582,3.3308671
"Iran,  Islamic  Republic  of",1998,1.7943582,3.3308671
"Iran,  Islamic  Republic  of",1998,1.7943582,3.3308671
"Iran,  Islamic  Republic  of",1999,1.7851326,3.3314475
"Iran,  Islamic  Republic  of",1999,1.7851326,3.3314475
"Iran,  Islamic  Republic  of",1999,1.7851326,3.3314475
"Iran,  Islamic  Republic  of",1999,1.7851326,3.3314475
"Iran,  Islamic  Republic  of",2000,1.7847488,3.3462389
"Iran,  Islamic  Republic  of",2000,1.7847488,3.3462389
"Iran,  Islamic  Republic  of",2000,1.7847488,3.3462389
"Iran,  Islamic  Republic  of",2000,1.7847488,3.3462389
"Iran,  Islamic  Republic  of",2001,1.7848109,3.3556979
"Iran,  Islamic  Republic  of",2001,1.7848109,3.3556979
"Iran,  Islamic  Republic  of",2001,1.7848109,3.3556979
"Iran,  Islamic  Republic  of",2001,1.7848109,3.3556979
"Iran,  Islamic  Republic  of",2002,1.7803781,3.3815568
"Iran,  Islamic  Republic  of",2002,1.7803781,3.3815568
"Iran,  Islamic  Republic  of",2002,1.7803781,3.3815568
"Iran,  Islamic  Republic  of",2002,1.7803781,3.3815568
"Iran,  Islamic  Republic  of",2003,1.7900831,3.4062052
"Iran,  Islamic  Republic  of",2003,1.7900831,3.4062052
"Iran,  Islamic  Republic  of",2003,1.7900831,3.4062052
"Iran,  Islamic  Republic  of",2003,1.7900831,3.4062052
"Iran,  Islamic  Republic  of",2004,1.7904486,3.422709
"Iran,  Islamic  Republic  of",2004,1.7904486,3.422709
"Iran,  Islamic  Republic  of",2004,1.7904486,3.422709
"Iran,  Islamic  Republic  of",2004,1.7904486,3.422709
"Iran,  Islamic  Republic  of",2005,1.7890494,3.4372926
"Iran,  Islamic  Republic  of",2005,1.7890494,3.4372926
"Iran,  Islamic  Republic  of",2005,1.7890494,3.4372926
"Iran,  Islamic  Republic  of",2005,1.7890494,3.4372926
"Iran,  Islamic  Republic  of",2006,1.7880901,3.457091
