,Country,Year,CIWB (log base 10),GDP per capita (log base 10)
0,Argentina,1990,1.7632709,3.5135185
1,Argentina,1990,1.7632709,3.5135185
2,Argentina,1990,1.7632709,3.5135185
3,Argentina,1990,1.7632709,3.5135185
4,Argentina,1991,1.7638009,3.5593721
5,Argentina,1991,1.7638009,3.5593721
6,Argentina,1991,1.7638009,3.5593721
7,Argentina,1991,1.7638009,3.5593721
8,Argentina,1992,1.7637888,3.6025484
9,Argentina,1992,1.7637888,3.6025484
10,Argentina,1992,1.7637888,3.6025484
11,Argentina,1992,1.7637888,3.6025484
12,Argentina,1993,1.7613237,3.6217946
13,Argentina,1993,1.7613237,3.6217946
14,Argentina,1993,1.7613237,3.6217946
15,Argentina,1993,1.7613237,3.6217946
16,Argentina,1994,1.761641,3.6408713
17,Argentina,1994,1.761641,3.6408713
18,Argentina,1994,1.761641,3.6408713
19,Argentina,1994,1.761641,3.6408713
20,Argentina,1995,1.7584465,3.6228926
21,Argentina,1995,1.7584465,3.6228926
22,Argentina,1995,1.7584465,3.6228926
23,Argentina,1995,1.7584465,3.6228926
24,Argentina,1996,1.7585883,3.6409155
25,Argentina,1996,1.7585883,3.6409155
26,Argentina,1996,1.7585883,3.6409155
27,Argentina,1996,1.7585883,3.6409155
28,Argentina,1997,1.7595165,3.669562
29,Argentina,1997,1.7595165,3.669562
30,Argentina,1997,1.7595165,3.669562
31,Argentina,1997,1.7595165,3.669562
32,Argentina,1998,1.7587534,3.6809057
33,Argentina,1998,1.7587534,3.6809057
34,Argentina,1998,1.7587534,3.6809057
35,Argentina,1998,1.7587534,3.6809057
36,Argentina,1999,1.7571492,3.6611017
37,Argentina,1999,1.7571492,3.6611017
38,Argentina,1999,1.7571492,3.6611017
39,Argentina,1999,1.7571492,3.6611017
40,Argentina,2000,1.7530366,3.6530651
41,Argentina,2000,1.7530366,3.6530651
42,Argentina,2000,1.7530366,3.6530651
43,Argentina,2000,1.7530366,3.6530651
44,Argentina,2001,1.7502666,3.6291468
45,Argentina,2001,1.7502666,3.6291468
46,Argentina,2001,1.7502666,3.6291468
47,Argentina,2001,1.7502666,3.6291468
48,Argentina,2002,1.7360513,3.574944
49,Argentina,2002,1.7360513,3.574944
50,Argentina,2002,1.7360513,3.574944
51,Argentina,2002,1.7360513,3.574944
52,Argentina,2003,1.7427368,3.6077813
53,Argentina,2003,1.7427368,3.6077813
54,Argentina,2003,1.7427368,3.6077813
55,Argentina,2003,1.7427368,3.6077813
56,Argentina,2004,1.744377,3.6414726
57,Argentina,2004,1.744377,3.6414726
58,Argentina,2004,1.744377,3.6414726
59,Argentina,2004,1.744377,3.6414726
60,Argentina,2005,1.7447488,3.6757845
61,Argentina,2005,1.7447488,3.6757845
62,Argentina,2005,1.7447488,3.6757845
63,Argentina,2005,1.7447488,3.6757845
64,Argentina,2006,1.7467373,3.7072625
65,Argentina,2006,1.7467373,3.7072625
66,Argentina,2006,1.7467373,3.7072625
67,Argentina,2006,1.7467373,3.7072625
68,Argentina,2007,1.7491072,3.7365558
69,Argentina,2007,1.7491072,3.7365558
70,Argentina,2007,1.7491072,3.7365558
71,Argentina,2007,1.7491072,3.7365558
72,Argentina,2008,1.7481636,3.7640266
73,Argentina,2008,1.7481636,3.7640266
74,Argentina,2008,1.7481636,3.7640266
75,Argentina,2008,1.7481636,3.7640266
76,Australia,1990,1.8376384,4.3971679
77,Australia,1990,1.8376384,4.3971679
78,Australia,1990,1.8376384,4.3971679
79,Australia,1990,1.8376384,4.3971679
80,Australia,1991,1.8322675,4.3901064
81,Australia,1991,1.8322675,4.3901064
82,Australia,1991,1.8322675,4.3901064
83,Australia,1991,1.8322675,4.3901064
84,Australia,1992,1.8329689,4.3866926
85,Australia,1992,1.8329689,4.3866926
86,Australia,1992,1.8329689,4.3866926
87,Australia,1992,1.8329689,4.3866926
88,Australia,1993,1.8310244,4.3999396
89,Australia,1993,1.8310244,4.3999396
90,Australia,1993,1.8310244,4.3999396
91,Australia,1993,1.8310244,4.3999396
92,Australia,1994,1.8329267,4.4125782
93,Australia,1994,1.8329267,4.4125782
94,Australia,1994,1.8329267,4.4125782
95,Australia,1994,1.8329267,4.4125782
96,Australia,1995,1.8305291,4.4243221
97,Australia,1995,1.8305291,4.4243221
98,Australia,1995,1.8305291,4.4243221
99,Australia,1995,1.8305291,4.4243221
100,Australia,1996,1.8343492,4.4356228
101,Australia,1996,1.8343492,4.4356228
102,Australia,1996,1.8343492,4.4356228
103,Australia,1996,1.8343492,4.4356228
104,Australia,1997,1.832102,4.4473821
105,Australia,1997,1.832102,4.4473821
106,Australia,1997,1.832102,4.4473821
107,Australia,1997,1.832102,4.4473821
108,Australia,1998,1.8380265,4.4620724
109,Australia,1998,1.8380265,4.4620724
110,Australia,1998,1.8380265,4.4620724
111,Australia,1998,1.8380265,4.4620724
112,Australia,1999,1.8265236,4.4781111
113,Australia,1999,1.8265236,4.4781111
114,Australia,1999,1.8265236,4.4781111
115,Australia,1999,1.8265236,4.4781111
116,Australia,2000,1.8196913,4.489323
117,Australia,2000,1.8196913,4.489323
118,Australia,2000,1.8196913,4.489323
119,Australia,2000,1.8196913,4.489323
120,Australia,2001,1.8141962,4.4916391
121,Australia,2001,1.8141962,4.4916391
122,Australia,2001,1.8141962,4.4916391
123,Australia,2001,1.8141962,4.4916391
124,Australia,2002,1.8226447,4.5030086
125,Australia,2002,1.8226447,4.5030086
126,Australia,2002,1.8226447,4.5030086
127,Australia,2002,1.8226447,4.5030086
128,Australia,2003,1.8220828,4.5111225
129,Australia,2003,1.8220828,4.5111225
130,Australia,2003,1.8220828,4.5111225
131,Australia,2003,1.8220828,4.5111225
132,Australia,2004,1.822378,4.5237361
133,Australia,2004,1.822378,4.5237361
134,Australia,2004,1.822378,4.5237361
135,Australia,2004,1.822378,4.5237361
136,Australia,2005,1.8230247,4.5316288
137,Australia,2005,1.8230247,4.5316288
138,Australia,2005,1.8230247,4.5316288
139,Australia,2005,1.8230247,4.5316288
140,Australia,2006,1.8220395,4.5382394
141,Australia,2006,1.8220395,4.5382394
142,Australia,2006,1.8220395,4.5382394
143,Australia,2006,1.8220395,4.5382394
144,Australia,2007,1.8213357,4.5516736
145,Australia,2007,1.8213357,4.5516736
146,Australia,2007,1.8213357,4.5516736
147,Australia,2007,1.8213357,4.5516736
148,Australia,2008,1.8051954,4.5590375
149,Australia,2008,1.8051954,4.5590375
150,Australia,2008,1.8051954,4.5590375
151,Australia,2008,1.8051954,4.5590375
152,Austria,1990,1.8340172,4.4477846
153,Austria,1990,1.8340172,4.4477846
154,Austria,1990,1.8340172,4.4477846
155,Austria,1990,1.8340172,4.4477846
156,Austria,1991,1.8351432,4.4581439
157,Austria,1991,1.8351432,4.4581439
158,Austria,1991,1.8351432,4.4581439
159,Austria,1991,1.8351432,4.4581439
160,Austria,1992,1.827177,4.4623625
161,Austria,1992,1.827177,4.4623625
162,Austria,1992,1.827177,4.4623625
163,Austria,1992,1.827177,4.4623625
164,Austria,1993,1.8145032,4.4610631
165,Austria,1993,1.8145032,4.4610631
166,Austria,1993,1.8145032,4.4610631
167,Austria,1993,1.8145032,4.4610631
168,Austria,1994,1.8158412,4.4697005
169,Austria,1994,1.8158412,4.4697005
170,Austria,1994,1.8158412,4.4697005
171,Austria,1994,1.8158412,4.4697005
172,Austria,1995,1.8061523,4.4804706
173,Austria,1995,1.8061523,4.4804706
174,Austria,1995,1.8061523,4.4804706
175,Austria,1995,1.8061523,4.4804706
176,Austria,1996,1.8073905,4.4904668
177,Austria,1996,1.8073905,4.4904668
178,Austria,1996,1.8073905,4.4904668
179,Austria,1996,1.8073905,4.4904668
180,Austria,1997,1.7999365,4.4998881
181,Austria,1997,1.7999365,4.4998881
182,Austria,1997,1.7999365,4.4998881
183,Austria,1997,1.7999365,4.4998881
184,Austria,1998,1.8037919,4.5155484
185,Austria,1998,1.8037919,4.5155484
186,Austria,1998,1.8037919,4.5155484
187,Austria,1998,1.8037919,4.5155484
188,Austria,1999,1.7995173,4.5298079
189,Austria,1999,1.7995173,4.5298079
190,Austria,1999,1.7995173,4.5298079
191,Austria,1999,1.7995173,4.5298079
192,Austria,2000,1.7984149,4.5444066
193,Austria,2000,1.7984149,4.5444066
194,Austria,2000,1.7984149,4.5444066
195,Austria,2000,1.7984149,4.5444066
196,Austria,2001,1.7964238,4.5464519
197,Austria,2001,1.7964238,4.5464519
198,Austria,2001,1.7964238,4.5464519
199,Austria,2001,1.7964238,4.5464519
200,Austria,2002,1.7951264,4.5516094
201,Austria,2002,1.7951264,4.5516094
202,Austria,2002,1.7951264,4.5516094
203,Austria,2002,1.7951264,4.5516094
204,Austria,2003,1.8003314,4.5532383
205,Austria,2003,1.8003314,4.5532383
206,Austria,2003,1.8003314,4.5532383
207,Austria,2003,1.8003314,4.5532383
208,Austria,2004,1.7996193,4.5616471
209,Austria,2004,1.7996193,4.5616471
210,Austria,2004,1.7996193,4.5616471
211,Austria,2004,1.7996193,4.5616471
212,Austria,2005,1.799086,4.5689912
213,Austria,2005,1.799086,4.5689912
214,Austria,2005,1.799086,4.5689912
215,Austria,2005,1.799086,4.5689912
216,Austria,2006,1.7967115,4.5824946
217,Austria,2006,1.7967115,4.5824946
218,Austria,2006,1.7967115,4.5824946
219,Austria,2006,1.7967115,4.5824946
220,Austria,2007,1.7938917,4.5966131
221,Austria,2007,1.7938917,4.5966131
222,Austria,2007,1.7938917,4.5966131
223,Austria,2007,1.7938917,4.5966131
224,Austria,2008,1.7943895,4.6009197
225,Austria,2008,1.7943895,4.6009197
226,Austria,2008,1.7943895,4.6009197
227,Austria,2008,1.7943895,4.6009197
228,Bangladesh,1990,1.8037483,2.4307635
229,Bangladesh,1990,1.8037483,2.4307635
230,Bangladesh,1990,1.8037483,2.4307635
231,Bangladesh,1990,1.8037483,2.4307635
232,Bangladesh,1991,1.8000026,2.4348419
233,Bangladesh,1991,1.8000026,2.4348419
234,Bangladesh,1991,1.8000026,2.4348419
235,Bangladesh,1991,1.8000026,2.4348419
236,Bangladesh,1992,1.7963428,2.4464415
237,Bangladesh,1992,1.7963428,2.4464415
238,Bangladesh,1992,1.7963428,2.4464415
239,Bangladesh,1992,1.7963428,2.4464415
240,Bangladesh,1993,1.792373,2.4564419
241,Bangladesh,1993,1.792373,2.4564419
242,Bangladesh,1993,1.792373,2.4564419
243,Bangladesh,1993,1.792373,2.4564419
244,Bangladesh,1994,1.7886349,2.4645844
245,Bangladesh,1994,1.7886349,2.4645844
246,Bangladesh,1994,1.7886349,2.4645844
247,Bangladesh,1994,1.7886349,2.4645844
248,Bangladesh,1995,1.7852784,2.4763098
249,Bangladesh,1995,1.7852784,2.4763098
250,Bangladesh,1995,1.7852784,2.4763098
251,Bangladesh,1995,1.7852784,2.4763098
252,Bangladesh,1996,1.7816005,2.4868571
253,Bangladesh,1996,1.7816005,2.4868571
254,Bangladesh,1996,1.7816005,2.4868571
255,Bangladesh,1996,1.7816005,2.4868571
256,Bangladesh,1997,1.7779831,2.500711
257,Bangladesh,1997,1.7779831,2.500711
258,Bangladesh,1997,1.7779831,2.500711
259,Bangladesh,1997,1.7779831,2.500711
260,Bangladesh,1998,1.7742425,2.5141233
261,Bangladesh,1998,1.7742425,2.5141233
262,Bangladesh,1998,1.7742425,2.5141233
263,Bangladesh,1998,1.7742425,2.5141233
264,Bangladesh,1999,1.7707371,2.5263759
265,Bangladesh,1999,1.7707371,2.5263759
266,Bangladesh,1999,1.7707371,2.5263759
267,Bangladesh,1999,1.7707371,2.5263759
268,Bangladesh,2000,1.7677322,2.5434538
269,Bangladesh,2000,1.7677322,2.5434538
270,Bangladesh,2000,1.7677322,2.5434538
271,Bangladesh,2000,1.7677322,2.5434538
272,Bangladesh,2001,1.7651739,2.5581454
273,Bangladesh,2001,1.7651739,2.5581454
274,Bangladesh,2001,1.7651739,2.5581454
275,Bangladesh,2001,1.7651739,2.5581454
276,Bangladesh,2002,1.7619431,2.5696322
277,Bangladesh,2002,1.7619431,2.5696322
278,Bangladesh,2002,1.7619431,2.5696322
279,Bangladesh,2002,1.7619431,2.5696322
280,Bangladesh,2003,1.7599325,2.585024
281,Bangladesh,2003,1.7599325,2.585024
282,Bangladesh,2003,1.7599325,2.585024
283,Bangladesh,2003,1.7599325,2.585024
284,Bangladesh,2004,1.7572924,2.6050898
285,Bangladesh,2004,1.7572924,2.6050898
286,Bangladesh,2004,1.7572924,2.6050898
287,Bangladesh,2004,1.7572924,2.6050898
288,Bangladesh,2005,1.7547186,2.6244093
289,Bangladesh,2005,1.7547186,2.6244093
290,Bangladesh,2005,1.7547186,2.6244093
291,Bangladesh,2005,1.7547186,2.6244093
292,Bangladesh,2006,1.7521587,2.6470578
293,Bangladesh,2006,1.7521587,2.6470578
294,Bangladesh,2006,1.7521587,2.6470578
295,Bangladesh,2006,1.7521587,2.6470578
296,Bangladesh,2007,1.7497738,2.6693773
297,Bangladesh,2007,1.7497738,2.6693773
298,Bangladesh,2007,1.7497738,2.6693773
299,Bangladesh,2007,1.7497738,2.6693773
300,Bangladesh,2008,1.7473916,2.6909994
301,Bangladesh,2008,1.7473916,2.6909994
302,Bangladesh,2008,1.7473916,2.6909994
303,Bangladesh,2008,1.7473916,2.6909994
304,Belgium,1990,1.8589992,4.4483412
305,Belgium,1990,1.8589992,4.4483412
306,Belgium,1990,1.8589992,4.4483412
307,Belgium,1990,1.8589992,4.4483412
308,Belgium,1991,1.8634792,4.4546163
309,Belgium,1991,1.8634792,4.4546163
310,Belgium,1991,1.8634792,4.4546163
311,Belgium,1991,1.8634792,4.4546163
312,Belgium,1992,1.8592181,4.4594515
313,Belgium,1992,1.8592181,4.4594515
314,Belgium,1992,1.8592181,4.4594515
315,Belgium,1992,1.8592181,4.4594515
316,Belgium,1993,1.849296,4.4535574
317,Belgium,1993,1.849296,4.4535574
318,Belgium,1993,1.849296,4.4535574
319,Belgium,1993,1.849296,4.4535574
320,Belgium,1994,1.8515203,4.4660121
321,Belgium,1994,1.8515203,4.4660121
322,Belgium,1994,1.8515203,4.4660121
323,Belgium,1994,1.8515203,4.4660121
324,Belgium,1995,1.8549562,4.4753378
325,Belgium,1995,1.8549562,4.4753378
326,Belgium,1995,1.8549562,4.4753378
327,Belgium,1995,1.8549562,4.4753378
328,Belgium,1996,1.8524248,4.4806317
329,Belgium,1996,1.8524248,4.4806317
330,Belgium,1996,1.8524248,4.4806317
331,Belgium,1996,1.8524248,4.4806317
332,Belgium,1997,1.855362,4.4955067
333,Belgium,1997,1.855362,4.4955067
334,Belgium,1997,1.855362,4.4955067
335,Belgium,1997,1.855362,4.4955067
336,Belgium,1998,1.8599861,4.502877
337,Belgium,1998,1.8599861,4.502877
338,Belgium,1998,1.8599861,4.502877
339,Belgium,1998,1.8599861,4.502877
340,Belgium,1999,1.866174,4.5169898
341,Belgium,1999,1.866174,4.5169898
342,Belgium,1999,1.866174,4.5169898
343,Belgium,1999,1.866174,4.5169898
344,Belgium,2000,1.8716951,4.531588
345,Belgium,2000,1.8716951,4.531588
346,Belgium,2000,1.8716951,4.531588
347,Belgium,2000,1.8716951,4.531588
348,Belgium,2001,1.8684861,4.5335877
349,Belgium,2001,1.8684861,4.5335877
350,Belgium,2001,1.8684861,4.5335877
351,Belgium,2001,1.8684861,4.5335877
352,Belgium,2002,1.8731647,4.537506
353,Belgium,2002,1.8731647,4.537506
354,Belgium,2002,1.8731647,4.537506
355,Belgium,2002,1.8731647,4.537506
356,Belgium,2003,1.856433,4.5391778
357,Belgium,2003,1.856433,4.5391778
358,Belgium,2003,1.856433,4.5391778
359,Belgium,2003,1.856433,4.5391778
360,Belgium,2004,1.8713243,4.5512906
361,Belgium,2004,1.8713243,4.5512906
362,Belgium,2004,1.8713243,4.5512906
363,Belgium,2004,1.8713243,4.5512906
364,Belgium,2005,1.8602803,4.5564408
365,Belgium,2005,1.8602803,4.5564408
366,Belgium,2005,1.8602803,4.5564408
367,Belgium,2005,1.8602803,4.5564408
368,Belgium,2006,1.8714968,4.5650054
369,Belgium,2006,1.8714968,4.5650054
370,Belgium,2006,1.8714968,4.5650054
371,Belgium,2006,1.8714968,4.5650054
372,Belgium,2007,1.8734779,4.5741607
373,Belgium,2007,1.8734779,4.5741607
374,Belgium,2007,1.8734779,4.5741607
375,Belgium,2007,1.8734779,4.5741607
376,Belgium,2008,1.8760147,4.5749875
377,Belgium,2008,1.8760147,4.5749875
378,Belgium,2008,1.8760147,4.5749875
379,Belgium,2008,1.8760147,4.5749875
380,Bolivia,1990,1.8195954,2.9210957
381,Bolivia,1990,1.8195954,2.9210957
382,Bolivia,1990,1.8195954,2.9210957
383,Bolivia,1990,1.8195954,2.9210957
384,Bolivia,1991,1.8159766,2.9331089
385,Bolivia,1991,1.8159766,2.9331089
386,Bolivia,1991,1.8159766,2.9331089
387,Bolivia,1991,1.8159766,2.9331089
388,Bolivia,1992,1.8134772,2.929926
389,Bolivia,1992,1.8134772,2.929926
390,Bolivia,1992,1.8134772,2.929926
391,Bolivia,1992,1.8134772,2.929926
392,Bolivia,1993,1.8118041,2.9378723
393,Bolivia,1993,1.8118041,2.9378723
394,Bolivia,1993,1.8118041,2.9378723
395,Bolivia,1993,1.8118041,2.9378723
396,Bolivia,1994,1.8089779,2.9476158
397,Bolivia,1994,1.8089779,2.9476158
398,Bolivia,1994,1.8089779,2.9476158
399,Bolivia,1994,1.8089779,2.9476158
400,Bolivia,1995,1.8064326,2.9576011
401,Bolivia,1995,1.8064326,2.9576011
402,Bolivia,1995,1.8064326,2.9576011
403,Bolivia,1995,1.8064326,2.9576011
404,Bolivia,1996,1.8027189,2.9664888
405,Bolivia,1996,1.8027189,2.9664888
406,Bolivia,1996,1.8027189,2.9664888
407,Bolivia,1996,1.8027189,2.9664888
408,Bolivia,1997,1.8019033,2.9780479
409,Bolivia,1997,1.8019033,2.9780479
410,Bolivia,1997,1.8019033,2.9780479
411,Bolivia,1997,1.8019033,2.9780479
412,Bolivia,1998,1.7998799,2.9901119
413,Bolivia,1998,1.7998799,2.9901119
414,Bolivia,1998,1.7998799,2.9901119
415,Bolivia,1998,1.7998799,2.9901119
416,Bolivia,1999,1.7970286,2.9828819
417,Bolivia,1999,1.7970286,2.9828819
418,Bolivia,1999,1.7970286,2.9828819
419,Bolivia,1999,1.7970286,2.9828819
420,Bolivia,2000,1.7923597,2.9847107
421,Bolivia,2000,1.7923597,2.9847107
422,Bolivia,2000,1.7923597,2.9847107
423,Bolivia,2000,1.7923597,2.9847107
424,Bolivia,2001,1.7885099,2.9831674
425,Bolivia,2001,1.7885099,2.9831674
426,Bolivia,2001,1.7885099,2.9831674
427,Bolivia,2001,1.7885099,2.9831674
428,Bolivia,2002,1.7860805,2.9851856
429,Bolivia,2002,1.7860805,2.9851856
430,Bolivia,2002,1.7860805,2.9851856
431,Bolivia,2002,1.7860805,2.9851856
432,Bolivia,2003,1.7860329,2.988369
433,Bolivia,2003,1.7860329,2.988369
434,Bolivia,2003,1.7860329,2.988369
435,Bolivia,2003,1.7860329,2.988369
436,Bolivia,2004,1.781604,2.9979746
437,Bolivia,2004,1.781604,2.9979746
438,Bolivia,2004,1.781604,2.9979746
439,Bolivia,2004,1.781604,2.9979746
440,Bolivia,2005,1.7795372,3.0089365
441,Bolivia,2005,1.7795372,3.0089365
442,Bolivia,2005,1.7795372,3.0089365
443,Bolivia,2005,1.7795372,3.0089365
444,Bolivia,2006,1.7781607,3.0217976
445,Bolivia,2006,1.7781607,3.0217976
446,Bolivia,2006,1.7781607,3.0217976
447,Bolivia,2006,1.7781607,3.0217976
448,Bolivia,2007,1.7760312,3.0339832
449,Bolivia,2007,1.7760312,3.0339832
450,Bolivia,2007,1.7760312,3.0339832
451,Bolivia,2007,1.7760312,3.0339832
452,Bolivia,2008,1.7736347,3.0528788
453,Bolivia,2008,1.7736347,3.0528788
454,Bolivia,2008,1.7736347,3.0528788
455,Bolivia,2008,1.7736347,3.0528788
456,Botswana,1990,1.7984538,3.5717876
457,Botswana,1990,1.7984538,3.5717876
458,Botswana,1990,1.7984538,3.5717876
459,Botswana,1990,1.7984538,3.5717876
460,Botswana,1991,1.8019612,3.5904713
461,Botswana,1991,1.8019612,3.5904713
462,Botswana,1991,1.8019612,3.5904713
463,Botswana,1991,1.8019612,3.5904713
464,Botswana,1992,1.8161957,3.5907661
465,Botswana,1992,1.8161957,3.5907661
466,Botswana,1992,1.8161957,3.5907661
467,Botswana,1992,1.8161957,3.5907661
468,Botswana,1993,1.8248173,3.587244
469,Botswana,1993,1.8248173,3.587244
470,Botswana,1993,1.8248173,3.587244
471,Botswana,1993,1.8248173,3.587244
472,Botswana,1994,1.8334554,3.5914541
473,Botswana,1994,1.8334554,3.5914541
474,Botswana,1994,1.8334554,3.5914541
475,Botswana,1994,1.8334554,3.5914541
476,Botswana,1995,1.8434609,3.6102467
477,Botswana,1995,1.8434609,3.6102467
478,Botswana,1995,1.8434609,3.6102467
479,Botswana,1995,1.8434609,3.6102467
480,Botswana,1996,1.851836,3.6246798
481,Botswana,1996,1.851836,3.6246798
482,Botswana,1996,1.851836,3.6246798
483,Botswana,1996,1.851836,3.6246798
484,Botswana,1997,1.8638667,3.6485764
485,Botswana,1997,1.8638667,3.6485764
486,Botswana,1997,1.8638667,3.6485764
487,Botswana,1997,1.8638667,3.6485764
488,Botswana,1998,1.8794473,3.6426763
489,Botswana,1998,1.8794473,3.6426763
490,Botswana,1998,1.8794473,3.6426763
491,Botswana,1998,1.8794473,3.6426763
492,Botswana,1999,1.8887483,3.6744216
493,Botswana,1999,1.8887483,3.6744216
494,Botswana,1999,1.8887483,3.6744216
495,Botswana,1999,1.8887483,3.6744216
496,Botswana,2000,1.9246705,3.6753694
497,Botswana,2000,1.9246705,3.6753694
498,Botswana,2000,1.9246705,3.6753694
499,Botswana,2000,1.9246705,3.6753694
500,Botswana,2001,1.930433,3.6695899
501,Botswana,2001,1.930433,3.6695899
502,Botswana,2001,1.930433,3.6695899
503,Botswana,2001,1.930433,3.6695899
504,Botswana,2002,1.9153695,3.6889841
505,Botswana,2002,1.9153695,3.6889841
506,Botswana,2002,1.9153695,3.6889841
507,Botswana,2002,1.9153695,3.6889841
508,Botswana,2003,1.9637981,3.7029879
509,Botswana,2003,1.9637981,3.7029879
510,Botswana,2003,1.9637981,3.7029879
511,Botswana,2003,1.9637981,3.7029879
512,Botswana,2004,1.9557261,3.7093683
513,Botswana,2004,1.9557261,3.7093683
514,Botswana,2004,1.9557261,3.7093683
515,Botswana,2004,1.9557261,3.7093683
516,Botswana,2005,1.952995,3.7238151
517,Botswana,2005,1.952995,3.7238151
518,Botswana,2005,1.952995,3.7238151
519,Botswana,2005,1.952995,3.7238151
520,Botswana,2006,1.9512044,3.7524382
521,Botswana,2006,1.9512044,3.7524382
522,Botswana,2006,1.9512044,3.7524382
523,Botswana,2006,1.9512044,3.7524382
524,Botswana,2007,1.9534826,3.7842115
525,Botswana,2007,1.9534826,3.7842115
526,Botswana,2007,1.9534826,3.7842115
527,Botswana,2007,1.9534826,3.7842115
528,Botswana,2008,1.9581735,3.796651
529,Botswana,2008,1.9581735,3.796651
530,Botswana,2008,1.9581735,3.796651
531,Botswana,2008,1.9581735,3.796651
532,Brazil,1990,1.7735999,3.601998
533,Brazil,1990,1.7735999,3.601998
534,Brazil,1990,1.7735999,3.601998
535,Brazil,1990,1.7735999,3.601998
536,Brazil,1991,1.7712405,3.6013055
537,Brazil,1991,1.7712405,3.6013055
538,Brazil,1991,1.7712405,3.6013055
539,Brazil,1991,1.7712405,3.6013055
540,Brazil,1992,1.7680351,3.5923512
541,Brazil,1992,1.7680351,3.5923512
542,Brazil,1992,1.7680351,3.5923512
543,Brazil,1992,1.7680351,3.5923512
544,Brazil,1993,1.7665439,3.6054267
545,Brazil,1993,1.7665439,3.6054267
546,Brazil,1993,1.7665439,3.6054267
547,Brazil,1993,1.7665439,3.6054267
548,Brazil,1994,1.7650079,3.6213492
549,Brazil,1994,1.7650079,3.6213492
550,Brazil,1994,1.7650079,3.6213492
551,Brazil,1994,1.7650079,3.6213492
552,Brazil,1995,1.7651888,3.6334755
553,Brazil,1995,1.7651888,3.6334755
554,Brazil,1995,1.7651888,3.6334755
555,Brazil,1995,1.7651888,3.6334755
556,Brazil,1996,1.76443,3.6360543
557,Brazil,1996,1.76443,3.6360543
558,Brazil,1996,1.76443,3.6360543
559,Brazil,1996,1.76443,3.6360543
560,Brazil,1997,1.7631238,3.6438288
561,Brazil,1997,1.7631238,3.6438288
562,Brazil,1997,1.7631238,3.6438288
563,Brazil,1997,1.7631238,3.6438288
564,Brazil,1998,1.7599202,3.6374067
565,Brazil,1998,1.7599202,3.6374067
566,Brazil,1998,1.7599202,3.6374067
567,Brazil,1998,1.7599202,3.6374067
568,Brazil,1999,1.7564935,3.6320697
569,Brazil,1999,1.7564935,3.6320697
570,Brazil,1999,1.7564935,3.6320697
571,Brazil,1999,1.7564935,3.6320697
572,Brazil,2000,1.7550126,3.6441148
573,Brazil,2000,1.7550126,3.6441148
574,Brazil,2000,1.7550126,3.6441148
575,Brazil,2000,1.7550126,3.6441148
576,Brazil,2001,1.752564,3.6437005
577,Brazil,2001,1.752564,3.6437005
578,Brazil,2001,1.752564,3.6437005
579,Brazil,2001,1.752564,3.6437005
580,Brazil,2002,1.74944,3.6491726
581,Brazil,2002,1.74944,3.6491726
582,Brazil,2002,1.74944,3.6491726
583,Brazil,2002,1.74944,3.6491726
584,Brazil,2003,1.7462967,3.6484504
585,Brazil,2003,1.7462967,3.6484504
586,Brazil,2003,1.7462967,3.6484504
587,Brazil,2003,1.7462967,3.6484504
588,Brazil,2004,1.745097,3.6672219
589,Brazil,2004,1.745097,3.6672219
590,Brazil,2004,1.745097,3.6672219
591,Brazil,2004,1.745097,3.6672219
592,Brazil,2005,1.7441681,3.6757147
593,Brazil,2005,1.7441681,3.6757147
594,Brazil,2005,1.7441681,3.6757147
595,Brazil,2005,1.7441681,3.6757147
596,Brazil,2006,1.7432708,3.6879391
597,Brazil,2006,1.7432708,3.6879391
598,Brazil,2006,1.7432708,3.6879391
599,Brazil,2006,1.7432708,3.6879391
600,Brazil,2007,1.7430834,3.7093572
601,Brazil,2007,1.7430834,3.7093572
602,Brazil,2007,1.7430834,3.7093572
603,Brazil,2007,1.7430834,3.7093572
604,Brazil,2008,1.7427085,3.7272223
605,Brazil,2008,1.7427085,3.7272223
606,Brazil,2008,1.7427085,3.7272223
607,Brazil,2008,1.7427085,3.7272223
608,Cambodia,1990,1.8426108,2.3242825
609,Cambodia,1990,1.8426108,2.3242825
610,Cambodia,1990,1.8426108,2.3242825
611,Cambodia,1990,1.8426108,2.3242825
612,Cambodia,1991,1.8385662,2.3443923
613,Cambodia,1991,1.8385662,2.3443923
614,Cambodia,1991,1.8385662,2.3443923
615,Cambodia,1991,1.8385662,2.3443923
616,Cambodia,1992,1.8339687,2.363612
617,Cambodia,1992,1.8339687,2.363612
618,Cambodia,1992,1.8339687,2.363612
619,Cambodia,1992,1.8339687,2.363612
620,Cambodia,1993,1.8292688,2.3834241
621,Cambodia,1993,1.8292688,2.3834241
622,Cambodia,1993,1.8292688,2.3834241
623,Cambodia,1993,1.8292688,2.3834241
624,Cambodia,1994,1.824668,2.4063
625,Cambodia,1994,1.824668,2.4063
626,Cambodia,1994,1.824668,2.4063
627,Cambodia,1994,1.824668,2.4063
628,Cambodia,1995,1.8203973,2.4195288
629,Cambodia,1995,1.8203973,2.4195288
630,Cambodia,1995,1.8203973,2.4195288
631,Cambodia,1995,1.8203973,2.4195288
632,Cambodia,1996,1.8154636,2.4296481
633,Cambodia,1996,1.8154636,2.4296481
634,Cambodia,1996,1.8154636,2.4296481
635,Cambodia,1996,1.8154636,2.4296481
